lead_id,property_id,lead_type,lead_subtypes,tier,score,freshness_tier,days_since_permit,permit_date,is_high_contrast,contrast_ratio,is_absentee,status,created_at
5067ec96,"1453 COMPANERO ST, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.508333
198f766b,"15021 SANTOSCOY ST, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.494560
2e897c8c,"1457 COMPANERO ST, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.486616
0238bd46,"7744 SAPWOOD DR, Fort Worth TX 76131 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.479504
d8e6530c,"9581 VERITE ST, Fort Worth TX 76179 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.465642
b4a02b34,"9585 VERITE ST, Fort Worth TX 76179 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.460865
a5931c9b,"9584 VERITE ST, Fort Worth TX 76179 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.446404
5630caa8,"9580 VERITE ST, Fort Worth TX 76179 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.437674
17c58dcf,"7732 SAPWOOD DR, Fort Worth TX 76131 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.430570
57e59a15,"2224 WHITE BUFFALO WAY, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.420321
d6ca89ec,"2220 WHITE BUFFALO WAY, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.415652
1226e533,"2216 WHITE BUFFALO WAY, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.400222
bb7bc41b,"2212 WHITE BUFFALO WAY, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.393432
5ec43f88,"2208 WHITE BUFFALO WAY, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.382523
cb04667c,"10905 LONE RANGER LN, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.368717
2f2f748c,"10901 LONE RANGER LN, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.364880
90241708,"1456 COMPANERO ST, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.350800
bb8880d8,"7829 PONDVIEW LN, Fort Worth TX 76123 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.340017
70b45547,"15024 HORSESHOE POST RD, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.335673
7af41eee,"3229 OLD DINO LN, FORT WORTH TX 76140",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.320160
41500fc0,"1428 LADY BIRD RD, Fort Worth TX 76247 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.313626
da7ea934,"17216 OXBOROUGH DR, Fort Worth TX 76247 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.304078
168ba0ff,"1325 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.295825
bba691e0,"1341 BLAZIN BRONCO TRL, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.288117
a378459c,"10304 RUSCUS DR, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,7,2025-11-25,0,0.0,0,new,2025-12-05 23:32:42.272543
82ddb93d,"712 BUSHMAN DR, Fort Worth TX 76008 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.261814
b17b6b67,"716 BUSHMAN DR, Fort Worth TX 76008 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.253925
672b1605,"720 BUSHMAN DR, Fort Worth TX 76008 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.243017
2eaa707c,"721 BUSHMAN DR, Fort Worth TX 76008 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.235948
1d65d47c,"16300 MILWAUKEE ST, Fort Worth TX 76247",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.220274
edff8968,"1356 LITTLE FLOCK DR, Fort Worth TX 76036 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.213371
74f37e60,"9588 VERITE ST, Fort Worth TX 76179 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.202919
26d7ff29,"9589 VERITE ST, Fort Worth TX 76179 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.194188
92db305b,"1437 MUSTANG CANYON DR, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.186201
cd85b883,"15024 SANTOSCOY ST, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.169357
42a9e0a1,"7736 SAPWOOD DR, Fort Worth TX 76131 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.161088
547c2136,"1705 SOMERIES CT, Fort Worth TX 76052 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.150311
3d5dcd91,"5341 OLD HANDLEY RD, Fort Worth TX 76112 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.142233
6fc94045,"5333 OLD HANDLEY RD, Fort Worth TX 76112 United States",residential new,,B,60.0,hot,6,2025-11-26,0,0.0,0,new,2025-12-05 23:32:42.134763
b71e7bff,"1004 MUMMS FIELD DR, Fort Worth TX 76247 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.121490
a7f8e4df,"1722 S MAIN ST, Fort Worth TX 76110 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.115942
727dde81,"6717 SERENITY DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.100021
cbea5244,"6713 SERENITY DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.090094
370d4fa2,"1701 OPACA DR, Fort Worth TX 76131 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.081359
8146722e,"6705 SERENITY DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.067055
15decaf2,"6704 MANORVILLE DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.060120
1c9f6768,"625 BROWN BUCK AVE, Fort Worth TX 76247 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.040953
94a1021c,"621 BROWN BUCK AVE, Fort Worth TX 76247 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.032513
60ddd5cf,"4633 COMMACK DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.019984
cf246cd5,"4628 COMMACK DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.011841
00df5115,"4632 COMMACK DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:42.003965
17ed48a0,"748 BRIGHTSTAR DR, Fort Worth TX 76008 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:41.987070
47605dad,"744 BRIGHTSTAR DR, Fort Worth TX 76008 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:41.978883
09f44d0a,"4620 COMMACK DR, Fort Worth TX 76135 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:41.964443
7413afd5,"2520 BRUCE ST, Fort Worth TX 76111 United States",residential new,,B,60.0,hot,1,2025-12-01,0,0.0,0,new,2025-12-05 23:32:41.952591
1fd64802,"8317 SANDY CT, North Richland Hills TX",pool,,B,60.0,moderate,35,2025-10-28,0,0.0,0,new,2025-12-05 23:32:16.639946
ef35d1b9,"4704 HOLIDAY LN, North Richland Hills TX",pool,,B,60.0,moderate,39,2025-10-24,0,0.0,0,new,2025-12-05 23:32:16.596047
d678cc88,"2537 LEMING ST, Fort Worth TX 76106",residential remodel,,B,60.0,hot,14,2025-11-18,0,1.0121238490574913,1,new,2025-12-05 23:32:11.680877
ccefb1b7,"1417 CIRCLE PARK BLVD, Fort Worth TX 76164",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:11.593703
c1032fe1,"2808 MAJOR ST, Fort Worth TX 76112",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:11.510911
52be3fd8,"4313 BRIARCREEK DR, 0, Fort Worth TX 76244",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.6918408897732738,1,new,2025-12-05 23:32:11.433285
4262eadb,"4909 ORCHID DR, Fort Worth TX 76137",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:11.334685
9cfc0c0f,"3825 DEVONAIRE DR, Fort Worth TX 76008",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:11.145825
77368a91,"5120 SHELL CREEK DR, Fort Worth TX 76137",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:11.065774
27ec0911,"4617 QUARRY CIR, Fort Worth TX 76244",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.7949251823494916,1,new,2025-12-05 23:32:11.028231
cc29b631,"1908 CHATBURN CT, Fort Worth TX 76110",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:11.013476
43176c5f,"12664 VIEWPOINT LN, Fort Worth TX 76028",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.989851
9d253e1b,"6957 SUNFLOWER CIR N, Fort Worth TX 76120",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.975419
e7de55cc,"6400 INCA RD, Fort Worth TX 76116",residential remodel,,B,60.0,hot,14,2025-11-18,0,1.0943378023692985,1,new,2025-12-05 23:32:10.958028
2b78a869,"7732 CASTILLO RD, Fort Worth TX 76112",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.934851
6aaa1e6a,"7545 SWEET MEADOWS DR, Fort Worth TX 76123",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.920701
04e67fe8,"2705 HOLLAND ST, Fort Worth TX 76164",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.891886
a39bcbc2,"5513 FURSMAN AVE, Fort Worth TX 76114",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.877376
c21bfe51,"3204 KATHY LN, Fort Worth TX 76123",residential remodel,,B,60.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:10.853603
b1fe9e3d,"5700 TABLE ROCK DR, Fort Worth TX 76131",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.838057
f161aff9,"1700 JENSON RD, Fort Worth TX 76112",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.822770
79130d3e,"7904 STANSFIELD DR, Fort Worth TX 76137",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.808197
29ff0b7f,"7128 WAVECREST WAY, Fort Worth TX 76179",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.7331815320818986,1,new,2025-12-05 23:32:10.791852
ea40765f,"3704 WREN AVE, Fort Worth TX 76133",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.8959168718248511,1,new,2025-12-05 23:32:10.776721
e91299a6,"8128 HORSEMAN RD, BLDG, Fort Worth TX 76131",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.761291
ce7867e5,"7604 VAL VERDE DR, Fort Worth TX 76133",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.818679961465941,1,new,2025-12-05 23:32:10.747413
b9559221,"6904 JEWELL AVE, Fort Worth TX 76112",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.731000
7ec1c885,"6833 COLDWATER CANYON RD, Fort Worth TX 76132",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.714834
188c5107,"7956 MORNING LN, Fort Worth TX 76123",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.683811
4abdd501,"5529 MURTON PL, Fort Worth TX 76137",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.669774
94932dc8,"4409 SPRUCE PINE CT, Fort Worth TX 76244",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.9015762990685405,1,new,2025-12-05 23:32:10.638774
003dce2e,"8009 MORNING LN, Fort Worth TX 76123",residential remodel,,B,60.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:10.623674
2413d0d3,"1223 LAGONDA AVE, Fort Worth TX 76164",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.609819
a43c27c2,"6844 BEVERLY GLEN DR, Fort Worth TX 76132",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.595431
140629b7,"5609 WALES AVE, Fort Worth TX 76133",residential remodel,,B,60.0,hot,12,2025-11-20,0,1.0400820083819813,1,new,2025-12-05 23:32:10.573005
3c674609,"6605 LADERA PL, Fort Worth TX 76133",residential remodel,,B,60.0,hot,12,2025-11-20,0,1.0752402203357734,1,new,2025-12-05 23:32:10.558566
c1805990,"7637 MISTY RIDGE DR N, Fort Worth TX 76137",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.544288
33e2a043,"5408 WENTWORTH ST, Fort Worth TX 76132",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.511099
347c503d,"2621 PROSPECT AVE, Fort Worth TX 76164",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.496554
5904bdb8,"8733 SUNSET TRACE DR, Fort Worth TX 76244",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.7181088803818083,1,new,2025-12-05 23:32:10.461192
576f79b2,"3109 RODEO ST, Fort Worth TX 76119",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.3014513346188978,1,new,2025-12-05 23:32:10.447622
5829d4b3,"2704 HOLLAND ST, UNIT, Fort Worth TX 76164",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.433991
6adba7c4,"10004 CHAPEL ROCK DR, Fort Worth TX 76108",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.420408
0a1feff5,"710 WINNIE ST, Fort Worth TX 76112",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.393136
330d2ae6,"9344 SAN TEJAS DR, Fort Worth TX 76177",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.379472
f62feee9,"7528 MARLINDA CIR, Fort Worth TX 76140",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.366666
81b1e954,"5309 STILLWATER DR, Fort Worth TX 76137",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.340336
6f0487fb,"2209 GRACE AVE, Fort Worth TX 76111",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.319205
9503b4ba,"2628 TOWNSEND DR, Fort Worth TX 76110",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:10.305573
7a80d01c,"3809 WEDGWORTH RD S, Fort Worth TX 76133",residential remodel,,B,60.0,hot,12,2025-11-20,0,0.9769742529909181,1,new,2025-12-05 23:32:10.291010
4b211793,"5716 FURSMAN AVE, Fort Worth TX 76114",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.268991
110bcd6d,"4805 BIRCHBEND LN, Fort Worth TX 76137",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.256116
208ba93b,"7949 ADOBE DR, Fort Worth TX 76123",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.242875
72e32420,"1921 KACHINA LODGE RD, Fort Worth TX 76131",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.217569
79ca951a,"1308 E BUTLER ST, Fort Worth TX 76115",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.192039
68c0f7c1,"4328 SPINDLETREE LN, Fort Worth TX 76137",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.177437
0ffdb979,"2048 SPECKLE DR, Fort Worth TX 76131",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.0,1,new,2025-12-05 23:32:10.163625
72323c70,"5013 KEATING ST, Fort Worth TX 76244",residential remodel,,B,60.0,hot,11,2025-11-21,0,0.8919344530174146,1,new,2025-12-05 23:32:10.130233
3b3f84af,"3828 BEE TREE LN, Fort Worth TX 76133",residential remodel,,B,60.0,hot,11,2025-11-21,0,1.0073980453022207,1,new,2025-12-05 23:32:10.116420
0d5158b8,"4409 DUNWICK LN, Fort Worth TX 76109",residential remodel,,B,60.0,hot,9,2025-11-23,0,0.9093847346160485,1,new,2025-12-05 23:32:10.076763
0a9cd1dc,"1613 CLINTON AVE, Fort Worth TX 76164",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:10.061474
bbec58d4,"10820 EMERALDPARK LN, Fort Worth TX 76052",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:10.047966
f6ff978d,"2009 MIMS ST, Fort Worth TX 76112",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:10.034124
0528ccba,"3362 W BOYCE AVE, Fort Worth TX 76133",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.41373064034054885,1,new,2025-12-05 23:32:10.020446
706273d0,"10808 BRIAROAKS DR, Fort Worth TX 76140",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:10.005536
bc4aa15d,"9705 SINCLAIR ST, Fort Worth TX 76244",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.9433744704122713,1,new,2025-12-05 23:32:09.991570
9e4c2bcf,"1706 LAGONDA AVE, Fort Worth TX 76164",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:09.952531
e60462e0,"1724 AZTECA DR, Fort Worth TX 76112",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:09.922108
790d08e8,"9525 SINCLAIR ST, Fort Worth TX 76244",residential remodel,,B,60.0,hot,8,2025-11-24,0,0.9953987090029365,1,new,2025-12-05 23:32:09.861251
073f5820,"3001 NW 29TH ST, Fort Worth TX 76106",residential remodel,,B,60.0,hot,7,2025-11-25,0,1.133391737908489,1,new,2025-12-05 23:32:09.843335
64694b73,"100 CALLENDER DR, Fort Worth TX 76108",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.828524
5f46376a,"3437 JAMES AVE, Fort Worth TX 76110",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.813932
1389ba65,"9112 ROSE CT, Fort Worth TX 76244",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.8623631967002484,1,new,2025-12-05 23:32:09.800094
07729fc4,"751 TUMBLEWEED CT, Fort Worth TX 76108",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.782950
6f35fa23,"3717 WILKIE WAY, 0, Fort Worth TX 76133",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.749273369507044,1,new,2025-12-05 23:32:09.745223
116d9320,"6958 DOWNEY CT, Fort Worth TX 76112",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.730332
f17b5fbd,"4509 QUAILS LN, Fort Worth TX 76119",residential remodel,,B,60.0,hot,7,2025-11-25,0,1.0264893940931696,1,new,2025-12-05 23:32:09.717715
fbb39f2e,"6920 LEGATO LN, Fort Worth TX 76134",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.693158
69ea66c0,"7529 RED WILLOW RD, Fort Worth TX 76133",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.8645461955850507,1,new,2025-12-05 23:32:09.679605
0ea17383,"3513 CATTLEBARON DR, Fort Worth TX 76262",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.665853
21ccf2bb,"5233 BYERS AVE, Fort Worth TX 76107",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.35050251256281406,1,new,2025-12-05 23:32:09.651742
c0cd7726,"3825 ALICE ST, Fort Worth TX 76110",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:09.634332
e48e7805,"5733 WINIFRED DR, Fort Worth TX 76133",residential remodel,,B,60.0,hot,7,2025-11-25,0,1.1983968843401867,1,new,2025-12-05 23:32:09.606840
e7217f8d,"3202 NW 26TH ST, Fort Worth TX 76106",residential remodel,,B,60.0,hot,7,2025-11-25,0,1.0516468914262869,1,new,2025-12-05 23:32:09.592383
39332e3d,"3900 PARKS CT, Fort Worth TX 76244",residential remodel,,B,60.0,hot,7,2025-11-25,0,0.6175218039696293,1,new,2025-12-05 23:32:09.577488
fa1cb4a5,"7501 SWITCHWOOD LN, Fort Worth TX 76123",residential remodel,,B,60.0,hot,6,2025-11-26,0,0.0,1,new,2025-12-05 23:32:09.532256
7889d3f1,"9520 LANSHIRE LN, Fort Worth TX 76131",residential remodel,,B,60.0,hot,6,2025-11-26,0,0.0,1,new,2025-12-05 23:32:09.517779
e538a7b4,"6924 WYCLIFF ST, Fort Worth TX 76116",residential remodel,,B,60.0,hot,6,2025-11-26,0,0.9535390508618855,1,new,2025-12-05 23:32:09.504423
90ac859a,"2710 BOMAR AVE, Fort Worth TX 76103",residential remodel,,B,60.0,hot,6,2025-11-26,0,0.0,1,new,2025-12-05 23:32:09.477339
de65adc4,"7804 WOODHARBOR DR, Fort Worth TX 76179",residential remodel,,B,60.0,hot,6,2025-11-26,0,1.1521106721040077,1,new,2025-12-05 23:32:09.461922
e6934428,"13625 SADDLEWOOD DR, Fort Worth TX 76052",residential remodel,,B,60.0,hot,6,2025-11-26,0,0.0,1,new,2025-12-05 23:32:09.421142
1f57b000,"8316 WHIPPOORWILL DR, Fort Worth TX 76123",residential remodel,,B,60.0,hot,6,2025-11-26,0,0.0,1,new,2025-12-05 23:32:09.408230
ea085d0b,"6912 BENTLEY AVE, Fort Worth TX 76137",residential remodel,,B,60.0,hot,5,2025-11-27,0,0.0,1,new,2025-12-05 23:32:09.394350
49cc161c,"4701 DARLA DR, Fort Worth TX 76132",residential remodel,,B,60.0,hot,4,2025-11-28,0,0.0,1,new,2025-12-05 23:32:09.381193
6316b9c8,"5112 CEDAR BRUSH DR, Fort Worth TX 76123",residential remodel,,B,60.0,hot,4,2025-11-28,0,0.0,1,new,2025-12-05 23:32:09.351955
4287ed78,"6516 MEADOW HAVEN DR, Fort Worth TX 76132",residential remodel,,B,60.0,hot,2,2025-11-30,0,0.0,1,new,2025-12-05 23:32:09.322187
bc576975,"1913 CHRISTOPHER DR, Fort Worth TX 76140",residential remodel,,B,60.0,hot,2,2025-11-30,0,0.0,1,new,2025-12-05 23:32:09.294339
551c71fa,"5852 STREAM DR, Fort Worth TX 76137",residential remodel,,B,60.0,hot,2,2025-11-30,0,0.0,1,new,2025-12-05 23:32:09.267782
582aa022,"5004 MONARDA WAY, Fort Worth TX 76123",residential remodel,,B,60.0,hot,2,2025-11-30,0,0.0,1,new,2025-12-05 23:32:09.231580
b98ab350,"10836 TALL OAK DR, Fort Worth TX 76108",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:09.205000
2077e550,"4524 TRUELAND DR, Fort Worth TX 76119",residential remodel,,B,60.0,hot,1,2025-12-01,0,1.2321323454785345,1,new,2025-12-05 23:32:09.179671
6ef2fa33,"4101 YANCEY LN, Fort Worth TX 76244",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.8879481317001495,1,new,2025-12-05 23:32:09.089425
edefd975,"6909 SHADOW CREEK CT, Fort Worth TX 76132",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:09.067187
2e0e84ed,"2000 ROBERTS CUT OFF RD, Fort Worth TX 76114",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:09.041858
b4e0fe9b,"7124 MARTHA LN, Fort Worth TX 76112",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:09.027861
d82d0cf6,"1132 WHITE LAKE CT, Fort Worth TX 76103",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:09.014045
ac2fb6da,"8733 SHAVANO DR, Fort Worth TX 76123",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:09.001292
0fb23813,"7433 LAURIE DR, Fort Worth TX 76112",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:08.978950
4505014d,"5524 VENTURA ST, Fort Worth TX 76244",residential remodel,,B,60.0,hot,1,2025-12-01,0,0.7160004129082136,1,new,2025-12-05 23:32:08.963470
