id,business_name,email,phone,website,city,state,address,google_rating,google_review_count,trust_score
1278,"Craven Roofing & Construction, Inc.",info@cravenroofing.com,(888) 611-5522,https://www.cravenroofing.com/,Crowley,TX,"3120 Bairds Ln, Burleson, TX 76028, United States",4.9,91,0
244,Creation Roofing and Foundation,creationroofingandfoundation@gmail.com,(214) 893-0843,https://www.creationroofingandfoundation.com/,Dallas,TX,"750 North St. Paul Street #201, Dallas, TX 75201, United States",5,34,0
442,Creative Pools,gregballardpools@att.net,(214) 373-7665,https://dallascreativepools.com/,Dallas,TX,"7525 Holly Hill Dr, Dallas, TX 75231, United States",4.7,12,0
705,Creekside Mirror & Glass,creeksidemirror@gmail.com,(972) 268-9183,https://www.creeksidemirrorandglass.com/,Waxahachie,TX,"3811 US-287, Waxahachie, TX 75165, United States",5,12,0
580,Crystal Clear Custom Pools,service@cccpools.com,(214) 893-3922,http://www.cccpools.com/,Midlothian,TX,"5440 Orange Tree Ln, Midlothian, TX 76065, United States",4.8,146,0
1166,Crystal Roofing & Construction,contact@crystalroofingusa.com,(214) 471-3273,http://crystalroofingusa.com/,The Colony,TX,"2709 Dover Drive, Lewisville, TX 75056, United States",4.8,72,0
497,Cullen Pools,info@cullenpools.com,(972) 771-8863,http://www.cullenpools.com/,Rockwall,TX,"1604 S Lakeshore Dr, Rockwall, TX 75087, United States",3.2,12,0
872,Custom Coats Remodeling,castorenatony@yahoo.com,(469) 386-5869,https://customcoatsremodeling.com/,Duncanville,TX,"1235 Jungle Dr, Duncanville, TX 75116, United States",5,5,0
41,Custom Concept Pools,info@customconceptpools.com,(817) 714-0320,http://customconceptpools.com/,Southlake,TX,"2704 Riverbrook Way, Southlake, TX 76092, United States",5,1,0
1391,"Custom Drapery Designs, LLC",bbaxter@customdraperydesigns.net,(972) 881-5222,https://www.customdraperydesigns.net/,Allen,TX,"1475 Richardson Dr Suite 265, Richardson, TX 75080, United States",5,49,0
145,Custom Pools By Brian,brian@custompoolsbybrian.com,(469) 307-3964,https://www.custompoolsbybrian.com/,Dallas,TX,"13895 Co Rd 548, Nevada, TX 75173, United States",5,34,0
448,D's Pool Care Inc.,dallasdodson77@gmail.com,(817) 845-3533,http://www.wecleanpools.com/,Arlington,TX,"3611 Bentfield Pl, Arlington, TX 76016, United States",5,54,0
309,D. Bassett Roofing & Renovation,info@dbassettroofing.com,(817) 265-7444,https://www.dbassettroofing.com/,Arlington,TX,"7815 S Cooper St, Arlington, TX 76001, United States",4.8,152,0
1174,DD Custom Contractors,ddavis.ddccontractors@gmail.com,(469) 644-6351,https://www.ddcustomcontractors.com/,Little Elm,TX,"2601 Little Elm Pkwy #502, Little Elm, TX 75068, United States",5,4,0
51,DFW Custom Pool,info@dfwcustompool.com,(972) 943-4831,https://dfwcustompool.com/,Colleyville,TX,"669 Airport Fwy, Hurst, TX 76053, United States",4.4,31,0
42,DFW Custom Pool,info@dfwcustompool.com,(972) 943-4831,https://dfwcustompool.com/?utm_source=GMB&utm_medium=Maps&utm_campaign=GMB%20Maps,Southlake,TX,"550 Reserve St Ste 190, Southlake, TX 76092, United States",4.2,26,0
157,DFW Retaining Walls and Pool Demolition LLC.,info@dfwpoolretainingwalls.com,(817) 993-9446,http://dfwpoolretainingwalls.com/,Arlington,TX,"5710 Hen House Rd, Fort Worth, TX 76244, United States",4.9,85,0
355,DFW SHADES,dfwshades@yahoo.com,(817) 789-3414,http://www.dfwshades.com/,Fort Worth,TX,"Mail Box Only. We Come To You, 3515 Sycamore School Rd, Fort Worth, TX 76133, United States",4.7,15,0
181,DFW Siding & Patio,info@dfwsidingandpatio.com,(972) 564-6560,http://www.dfwsidingandpatio.com/,Dallas,TX,"110 Industrial Dr, Forney, TX 75126, United States",4.3,17,0
250,DTX Construction,josh@dtxconstruction.net,(469) 820-3830,http://www.dtxroofing.com/,Dallas,TX,"1910 Pacific Ave #8005, Dallas, TX 75201, United States",4.9,200,0
864,"Dad & Son Concrete, LLC",contact@dadandsonconcrete.com,(469) 340-4473,http://dadandsonconcrete.com/,Cleburne,TX,"1568 E Henderson St, Cleburne, TX 76031, United States",4.5,13,0
951,Dalco Contractors & Roofing,brook@roofingdalco.com,(214) 632-7177,http://www.roofingdalco.com/,Grand Prairie,TX,"1326 Ashbrook Dr, Grand Prairie, TX 75052, United States",4.9,127,0
1077,Dalrock Construction,info@dalrockconstruction.com,(214) 392-2846,http://dalrockconstruction.com/,Sachse,TX,"5106 Orchard Dr, Sachse, TX 75048, United States",5,11,0
205,Dalton Construction & Outdoor Concepts,info@dalton-construction.com,(214) 930-5220,http://www.dalton-construction.com/?utm_campaign=gmb,Plano,TX,"1500 Westlake Dr, Plano, TX 75075, United States",4.9,45,0
1316,Danny Bogart Roofing & Construction,kim@dannybogartroofing.com,(817) 558-4338,http://www.dannybogartroofing.com/,Cleburne,TX,"1649 W Henderson St ste a, Cleburne, TX 76033, United States",4.8,96,0
268,David Martin & Son Roofing,david@davidmartinandsonroofing.com,(817) 236-9898,https://www.davidmartinandsonroofing.com/,Colleyville,TX,"5200 Colleyville Blvd a, Colleyville, TX 76034, United States",4.9,93,0
178,Decathlon Construction,aterry@decathlonconstruction.com,(972) 530-3884,https://decathlonconstruction.com/?utm_source=google&utm_medium=organic&utm_campaign=graysonsky,Dallas,TX,"4900 Getha Ln, Sachse, TX 75048, United States",4.8,84,0
733,Deck Masters Patios (Wylie and Surrounding Area Location),kenny@deckmasterspatios.com,(214) 998-0996,http://www.deckmasterspatios.com/,Wylie,TX,"2909 Co Rd 601, Farmersville, TX 75442, United States",4.8,38,0
71,DeckMasters,info@deckandpatiocovers.com,(817) 461-9661,http://deckandpatiocovers.com/?utm_source=Google&utm_medium=Organic&utm_campaign=Ad+Pages,Arlington,TX,"3644 W Pioneer Pkwy, Arlington, TX 76013, United States",4.4,65,0
207,Decks Over Texas,gmcgyver44@yahoo.com,(469) 867-0144,http://www.decksovertexas.com/,Plano,TX,"McKinney, TX 75069, United States",5,4,0
1479,"Decks and Outdoor Living Spaces, LLC... dba Gutter Helmet of Northeast Texas",gutterhelmet37@ymail.com,(903) 763-5053,http://www.decksandoutdoorlivingspaces.com/,Lucas,TX,"1067b TX-37, Quitman, TX 75783, United States",4.4,7,0
1369,Dee’s Shield Roofing LLC,deesshieldroofing@gmail.com,(469) 279-7439,http://www.dees-shield-roofing.com/,Duncanville,TX,"7054 Wax Berry Dr, Dallas, TX 75249, United States",5,11,0
1468,Defender Spider Nets + Sun Shades,sales@defendermaterials.com,(214) 356-9076,https://defendermaterials.com/,Rockwall,TX,"3319 Royal Ridge Dr, Rockwall, TX 75087, United States",,0,0
1405,Designer Window Treatments,info@designerwindowtreatments.net,(972) 475-0328,http://www.designerwindowtreatments.net/,Rowlett,TX,"5150 Gordon Smith Dr, Rowlett, TX 75088, United States",,0,0
56,Diamond Pools Inc,office@diamondpoolstexas.com,(817) 304-7946,http://diamondpoolstexas.com/,Keller,TX,"2163 Golden Heights Rd Suite 203, Fort Worth, TX 76177, United States",3.8,26,0
481,Dickson Brothers Inc,onlinesales@dicksonbrothers.com,(972) 288-7537,http://www.dicksonbrothers.com/,Mesquite,TX,"204 N Galloway Ave, Mesquite, TX 75149, United States",4.5,372,0
288,Dimensional Pro Construction,info@dimensionalpro.com,(817) 308-4824,http://www.dimensionalpro.com/,Keller,TX,"9738 Industrial Rd, Justin, TX 76247, United States",5,159,0
72,Direct Pools Texas,info@directpoolstx.com,(817) 723-0676,https://directpoolstx.com/,Arlington,TX,"423 Lillard Rd, Arlington, TX 76012, United States",4.9,31,0
1138,Discount Roofing,info@discountroofingllc.com,(214) 500-8787,https://www.discountroofingllc.com/,Flower Mound,TX,"2201 Spinks Rd #171, Flower Mound, TX 75022, United States",4.9,94,0
928,Divine Property Mgmt & Construction,divineroofing222@gmail.com,(361) 585-6379,https://divineroofingtexas.com/,Irving,TX,"3510 W Rochelle Rd, Irving, TX 75062, United States",,0,0
257,Dodd Roofing and Exteriors,info@doddroofs.com,(682) 364-6330,https://doddroofs.com/texas,Southlake,TX,"950 E State Hwy 114 Ste 160, Southlake, TX 76092, United States",4.8,24,0
563,Dolce Pools,tyler@dolcepools.com,(817) 300-3606,http://www.dolcepools.com/,Mansfield,TX,"10 Carrol Price Ct, Mansfield, TX 76063, United States",5,39,0
35,Double T Screened Patios,info@doubletpatios.com,(469) 402-4647,https://doubletpatios.com/?utm_source=gmblisting&utm_medium=organic,Dallas,TX,"1922 Choate Pkwy Suite 116, Celina, TX 75009, United States",4.8,118,0
509,Dreamcatchers Construction,pat@dreamcatchersconstruction.com,(254) 624-9044,http://www.dreamcatchersconstruction.com/,Lucas,TX,"191 Squire Loop, Belton, TX 76513, United States",4.6,18,0
1052,Dugout Roofing,info@dugoutroofing.com,(888) 998-5713,https://www.dugoutroofing.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8161236436607027112,Rockwall,TX,"3021 Ridge Rd Suite 26, Rockwall, TX 75032, United States",5,18,0
1169,Dynamis Roofing Contractors,info@dynamisroofing.com,(469) 929-0145,https://dynamisroofing.com/,The Colony,TX,"5830 Granite Pkwy suite 100 369, Plano, TX 75024, United States",5,20,0
1014,E&D Premier Roofing & Solar LLC,info@edpremierroofing.com,(469) 363-0187,http://edpremierroofing.com/?utm_source=gmb&utm_medium=referral,Garland,TX,"3738 Dividend Dr, Garland, TX 75042, United States",4.9,152,0
472,EAV Construction,eavconstructionllc@gmail.com,(972) 750-9887,http://eavconstruction.com/,Richardson,TX,"221 N 11th St, Garland, TX 75040, United States",5,20,0
1362,EDP Roofing,tony@edproofing.com,(972) 274-5277,https://edproofing.com/,DeSoto,TX,"790 S Interstate 35 E, Lancaster, TX 75146, United States",4.8,18,0
830,ELITE PRO CONTRACTORS,javier@eliteprostx.com,(469) 396-6579,http://eliteprostx.com/,Little Elm,TX,"2732 Spring Branch Dr, Little Elm, TX 75068, United States",5,1,0
1314,ER Roofing & Solar,sales@erroofing.net,(817) 330-9121,https://erroofingsolar.com/?utm_source=omg-gbp&utm_medium=webclick,Cleburne,TX,"1 N Walnut St Suite 5, Cleburne, TX 76033, United States",5,30,0
88,Eaton Custom Pools,clint@eatoncustompools.com,(469) 810-6859,http://www.eatoncustompools.com/,Plano,TX,"2024 W 15th St f314, Plano, TX 75075, United States",4.4,13,0
149,Eclipse Custom Homes,info@eclipsecustomhomes.com,(817) 320-4536,http://www.eclipsecustomhomes.com/,Grapevine,TX,"2011 W Northwest Hwy Suite 100, Grapevine, TX 76051, United States",5,23,0
1406,Eclipse Shading Systems,ferhat@eclipseshadessystems.com,(210) 636-6609,https://eclipseshadessystems.com/,Rowlett,TX,"917 Oak St, Wylie, TX 75098, United States",5,4,0
1455,EcoView Windows & Doors,contactus@ecoviewdfw.com,(972) 247-2949,https://www.ecoviewdfw.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=grand-prarie-office,Grand Prairie,TX,"2003 108th St #303, Grand Prairie, TX 75050, United States",4.8,284,0
511,Edge Outdoor Designs,info@edgeod.com,(972) 800-7435,http://www.edgeod.com/,Prosper,TX,"2980 Palomar Rd, Celina, TX 75009, United States",5,49,0
486,El Dorado Pools + Outdoors,contact@eldoradopools.com,(214) 607-4700,http://www.eldoradopools.com/,Rowlett,TX,"4514 Rowlett Rd, Rowlett, TX 75088, United States",3.5,22,0
1337,Elevation Roofing,info@elevationroofrepair.com,(214) 949-0562,http://www.elevationroofrepair.com/,Waxahachie,TX,"201 Ferris Ave Suite L, Waxahachie, TX 75165, United States",4.9,49,0
526,Elite Concepts,mike@eliteconceptsinc.com,(214) 222-1225,https://eliteconceptsinc.com/,Lewisville,TX,"701 Stemmons Fwy # 210, Lewisville, TX 75067, United States",5,2,0
316,Elite Exteriors,eliteexteriorsdfw@gmail.com,(817) 825-8827,http://www.eliteexteriors.org/,Arlington,TX,"3410 Doolittle Dr, Arlington, TX 76014, United States",4.9,147,0
435,Elite Interior & Exterior Construction LLC,service@eliteconstuctionstx.com,(972) 310-5922,https://www.eliteconstructionstx.com/,Plano,TX,"900 Whitney Ct, Plano, TX 75023, United States",5,6,0
91,Elite Outdoor Living,info@eliteol.com,(469) 742-3802,https://eliteol.com/,Frisco,TX,"15222 King Rd Suite 701, Frisco, TX 75036, United States",4.9,65,0
498,Elite Swimming Pool & Spa Service,elitesss1@gmail.com,(469) 855-4505,http://elitesss.com/?utm_source=Google+Profile&utm_medium=organic,Rockwall,TX,"3021 Ridge Rd a250, Rockwall, TX 75032, United States",4.8,125,0
13,Emerald Custom Pools,info@emeraldcustompools.com,(817) 800-0786,https://emeraldcustompools.com/,Fort Worth,TX,"116 W McLeroy Blvd, Saginaw, TX 76179, United States",4.5,132,0
551,Emerald Pool Care,info@emeraldcustompools.com,(817) 210-6524,https://emeraldcustompools.com/pool-care/,Saginaw,TX,"116 W McLeroy Blvd Suite B, Saginaw, TX 76179, United States",5,24,0
1315,Evoke Roofing & General Contracting,info@evokeroofing.com,(817) 823-7104,http://www.evokeroofing.com/,Cleburne,TX,"208 E Chambers St Second Floor - Suite B, Cleburne, TX 76031, United States",4.9,30,0
89,Exclusive Pool and Patio,sales@exclusivepools.net,(469) 659-1200,http://www.exclusivepools.net/,Frisco,TX,"2750 S Preston Rd Ste 116, Celina, TX 75009, United States",4.7,41,0
1203,Executive Exteriors,info@exeext.com,(844) 388-7663,http://www.exeext.com/,Addison,TX,"15851 Dallas Pkwy #600, Addison, TX 75001, United States",4.9,119,0
99,Expertpools LLC,expertpools@yahoo.com,(972) 370-7665,http://expertpoolsllc.com/,Frisco,TX,"9266 Saddle Horn Ct, Prosper, TX 75078, United States",4.8,434,0
1478,Exterior Shutter Co,support@exteriorshutter.com,(214) 675-1978,https://exteriorshutter.com/,Lucas,TX,"205 N Newark St, Decatur, TX 76234, United States",5,5,0
1461,"Exterior Solutions, Inc.",customerservice@exteriorsolutionsdallas.com,(972) 480-8888,http://www.exteriorsolutionsdallas.com/,Richardson,TX,"1343 Columbia Dr, Richardson, TX 75081, United States",4,4,0
1488,F&G Concepts and Construction,fgconceptsconstruction@gmail.com,(469) 343-5746,http://www.fgconceptsandconstruction.biz/,Little Elm,TX,"604 Turnstone Dr, Little Elm, TX 75068, United States",5,3,0
1341,FBM Roofing & Solar,info@fbmco.net,(469) 240-9492,https://fbmroofing.com/roofers-in-waxahachie-tx/?utm_source=GMB&utm_medium=organic,Waxahachie,TX,"16 Northgate Dr, Waxahachie, TX 75165, United States",5,84,0
433,FND Contracting,fndcontracting8@gmail.com,(972) 730-1287,https://www.fndcontracting.com/,North Richland Hills,TX,"8309 Oak Ct, North Richland Hills, TX 76182, United States",4.4,16,0
646,"FNS POOL SERVICE and REPAIRS, LLC",admin@fnspoolservicestx.com,(214) 515-2313,https://fnspoolservicestx.com/,Flower Mound,TX,"1036 Colony St, Flower Mound, TX 75028, United States",4.8,39,0
821,Fence Replacement | EXTRAORDINARY FENCE & PATIOS,extraordinaryfence@gmail.com,(972) 357-0076,http://www.extraordinaryfence.net/,Lewisville,TX,"1125 Elmwood Dr, Lewisville, TX 75067, United States",5,38,0
711,Fences and More LLC,fencesandmore7@gmail.com,(214) 478-6811,https://www.fencesandmore.net/,DeSoto,TX,"1337 E Parkerville Rd Suite A, DeSoto, TX 75115, United States",5,5,0
525,Fiberglass Pool Guyz,info@bensonsbakery.co.uk,(469) 897-0015,http://fiberglasspoolguyz.com/,Lewisville,TX,"772 E Main St a, Lewisville, TX 75067, United States",4.2,36,0
1009,Firewheel Roofing,firewheelroof@gmail.com,(469) 387-3848,http://www.firewheelroofing.com/,Garland,TX,"1409 Shadow Brook Trail, Garland, TX 75043, United States",4.9,136,0
1128,First Choice Roofing and Construction | First Choice Roofing & Construction LLC,contactadmin@firstchoicerac.com,(940) 281-5961,https://firstchoicerac.com/,Lewisville,TX,"4400 State Hwy 121 #300, Lewisville, TX 75056, United States",5,53,0
797,First Exterior Designs,firstexteriordesigns@gmail.com,(972) 256-3300,https://firstexteriordesigns.com/,Grand Prairie,TX,"2430 Nottingham Pl, Grand Prairie, TX 75050, United States",4.6,11,0
1111,First Out Roofing,info@firstoutroofing.com,(940) 227-4411,http://firstoutroofing.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,Denton,TX,"4251 FM2181 Suite #200, Corinth, TX 76210, United States",4.9,222,0
946,First United Roofing & Construction LLC,info@firstunitedroofing.com,(817) 769-8660,https://www.firstunitedroofing.com/,Grand Prairie,TX,"2206 Forest Park Cir, Mansfield, TX 76063, United States",5,91,0
1380,"Fisher Roofing, LLC",fisherroofing@gmail.com,(972) 617-0816,http://www.fisherroofing.com/,Red Oak,TX,"1235 Pratt Rd, Red Oak, TX 75154, United States",5,1,0
184,FlagScaping,service@flagscaping.com,(469) 286-0035,http://flagscaping.com/,Southlake,TX,"1084 Texan Trail, Grapevine, TX 76051, United States",5,29,0
889,Flores Fencing,floresfencing@hotmail.com,(972) 219-0915,https://www.floresfencingllc.com/,Corinth,TX,"1141 Hondue Ln, Denton, TX 76208, United States",4.8,42,0
669,FlyFix,760-0906help@flyfix.memonday,(817) 760-0906,https://www.flyfix.com/,White Settlement,TX,"3023 S University Dr, Fort Worth, TX 76109, United States",5,55,0
159,Foley Pools,sales@foleypools.com,(972) 423-7178,https://foleypools.com/,Plano,TX,"1281 E University Dr, Prosper, TX 75078, United States",4.5,533,0
270,Foster's Construction and Roofing,fostersconstructiondfw@gmail.com,(817) 454-4466,http://www.fostersconstruction.biz/,Colleyville,TX,"4308 Green Meadow W, Colleyville, TX 76034, United States",4.8,44,0
1109,Four G Roofing & Foundations,info@fourgroofing.com,(817) 403-2940,https://www.fourgroofing.com/,Denton,TX,"2616 Westwind Dr, Denton, TX 76210, United States",5,2,0
1319,Four Generations Roofing LLC,info@4generationsroofing.com,(817) 984-7663,http://www.4generationsroofing.com/,Cleburne,TX,"1722 Millbrae Rd, Cleburne, TX 76033, United States",5,9,0
504,Four Seasons Lawn + Landscaping,hello@fourseasons-lawn.com,(214) 504-4250,https://fourseasons-lawn.com/,Murphy,TX,"231 W Farm To Market 544 #101, Murphy, TX 75094, United States",4.7,77,0
807,Fredonia Outdoor Services,info@fredoniaoutdoorservices.com,(214) 482-4496,http://fredoniaoutdoorservices.com/,Rockwall,TX,"902 Davy Crockett St, Rockwall, TX 75087, United States",5,17,0
902,Freedom Remodeling,michaelh@remoddfw.com,(817) 403-1584,http://www.freedomremodelingdfw.com/,Benbrook,TX,"6065 Tiger Trail, Benbrook, TX 76126, United States",4.8,29,0
454,Fun N Sun Pools,info@funnsunpools.com,(972) 790-7311,https://www.funnsunpools.com/,Irving,TX,"3601 Kim Dr # 101, Irving, TX 75061, United States",4.2,9,0
867,Future Outdoors - Vinyl Fencing,sales@futureoutdoors.com,(972) 576-1600,https://www.future-outdoors.com/,Midlothian,TX,"4911 US-67, Midlothian, TX 76065, United States",5,10,0
547,G&S Renovations,maria@gnspools.com,(817) 560-2413,http://gnspools.com/,Watauga,TX,"621 South Fwy #202, Fort Worth, TX 76104, United States",4.1,8,0
95,G3 Pools,info@g3pools.com,(469) 927-6333,https://www.g3pools.com/,Frisco,TX,"5850 Town and Country Blvd STE 1303, Frisco, TX 75034, United States",4.7,64,0
1329,GLC Roofing,info@glcroofing.com,(214) 354-3056,http://glcroofing.com/,Midlothian,TX,"517 Quail Hollow Dr Midlothian , Texas 76065 843 Sailboat Dr. Corsicana ,Texas 75109, 517 Quail Hollow Dr, Midlothian, TX 76065, United States",4.8,114,0
1281,GNU Construction,admin@gnuconstruction.com,(682) 224-2097,https://gnuconstruction.com/,Crowley,TX,"4280 FM1187, Burleson, TX 76028, United States",5,93,0
786,Game Time Construction & Remodeling,game.timeconstruction@gmail.com,(682) 330-3610,https://www.gametimeconstructionandremodeling.com/,Waxahachie,TX,"104 Industrial Dr B, Waxahachie, TX 75165, United States",4.1,24,0
1016,Garland Roofing Co,garlandroofingcompany@gmail.com,(972) 278-1711,http://www.garlandroofing.com/,Garland,TX,"2607 Industrial Ln, Garland, TX 75041, United States",4.4,24,0
1034,General Contractor,rochasprayfoam@outlook.com,(214) 664-1014,https://rooffoamrocha.com/,Rowlett,TX,"5510 Oak Ln, Rowlett, TX 75089, United States",5,15,0
1046,Gentle Contracting LLC,emailtyler@gentlecontracting.com,(903) 288-3119,https://gentlecontracting.com/,Rockwall,TX,"831 Glenmere Ct, Rockwall, TX 75087, United States",5,7,0
513,"Gideo Construction, Inc.",info@gideoconstruction.com,(972) 407-0000,https://www.gideoconstruction.com/,Celina,TX,"11101 Frisco St A1, Frisco, TX 75033, United States",,0,0
847,Go Green Remodeling,info@gogreenremod.com,(203) 592-1169,https://www.gogreenremod.com/contact,Watauga,TX,"5937 Plum St, Watauga, TX 76148, United States",4.3,12,0
912,Godley Metal Buildings,info@godleymetalbuildings.com,(682) 366-0455,https://www.godleymetalbuildings.com/,Cleburne,TX,"400 State Hwy 171, Godley, TX 76044, United States",5,3,0
1343,"Gold Key Roofing, LLC",goldkeyroofingllc20@gmail.com,(972) 268-3700,https://goldkeyroofs.com/,Waxahachie,TX,"500 Johnston Rd, Waxahachie, TX 75165, United States",5,25,0
138,Gold Medal Pools,info@goldmedalpools.com,(877) 496-4608,https://www.goldmedalpools.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,Plano,TX,"301 Leora Ln | Suite 470, Lewisville, TX 75056, United States",4.4,869,0
1269,Gold's Roofing & Restoration,cole@goldsroofing.com,(817) 992-0871,https://goldsroofing.com/,Benbrook,TX,"1212 John Reagan St, Benbrook, TX 76126, United States",4.2,15,0
323,Golden Summit Roofing and Restoration,info@goldensummitrr.com,(972) 742-2507,https://goldensummitrr.com/,Arlington,TX,"2305 Foxcroft Ln, Arlington, TX 76014, United States",5,53,0
238,Good Contractors Roofing and Restoration,info@goodcontractorsroofing.com,(682) 842-7663,https://goodcontractorsroofing.com/,Fort Worth,TX,"1617 Park Pl Ave Suite 110, Fort Worth, TX 76110, United States",5,71,0
788,Gordon's Remodeling LLC,gordonremodelingdfw@gmail.com,(972) 217-3325,http://www.gordonsremodeling.com/,DeSoto,TX,"104 Chowning Dr Suite #104, DeSoto, TX 75115, United States",3.2,13,0
1260,"Graham Construction and Roofing, LLC",info@grahamcr.com,(682) 503-6736,https://www.grahamcr.com/,White Settlement,TX,"11275 Camp Bowie W Blvd, Aledo, TX 76008, United States",4.9,59,0
731,Graves Pools & Outdoor Living,info@team-graves.com,(469) 497-8271,https://www.gravespoolsandoutdoorliving.com/,Rockwall,TX,"202 N West St Suite A, Rockwall, TX 75087, United States",4.8,13,0
229,Great Exteriors,mygreatexterior@gmail.com,(817) 676-1949,https://www.greatexteriors.net/,Arlington,TX,"428 Gail Dr, Kennedale, TX 76060, United States",5,11,0
1398,Greatmark Shades,info@greatmarkshades.com,(214) 556-4975,http://www.greatmarkshades.com/,Garland,TX,"3000 Forest Ln #100, Garland, TX 75042, United States",5,4,0
1098,Green Legacy Roofing,chriscross@greenlegacyroofing.com,(214) 642-9068,http://greenlegacyroofing.com/,Celina,TX,"536 Yellowstone Dr, Celina, TX 75009, United States",5,22,0
251,Green Star Commercial Roofing,greenstarjobs@gmail.com,(469) 656-5624,https://www.greenstarcommercialroofing.com/,Dallas,TX,"3010 Lyndon B Johnson Fwy Ste.1295, Dallas, TX 75234, United States",5,24,0
1267,GreenLight Roofing and Remodeling,matt@greenlightroof.com,(817) 263-6088,https://greenlightroof.com/roofing-aledo/,Benbrook,TX,"1015 Champions Dr Suite 100, Aledo, TX 76008, United States",5,107,0
1123,Greenco Construction Services,contact@greencoservices.com,(469) 409-2962,https://www.greencoservices.com/,Lewisville,TX,"760 E Main St Suite 108, Lewisville, TX 75057, United States",5,35,0
1379,Guaranteed Roofing Solutions,guaranteedrs@outlook.com,(972) 534-3109,http://www.guaranteedroofingsolutions.com/,Red Oak,TX,"607 Pierce Rd, Red Oak, TX 75154, United States",,0,0
1365,Guardian Exteriors Inc,info@guardianexteriors.com,(214) 819-9800,http://www.guardianexteriors.com/,Duncanville,TX,"1019 N Duncanville Rd, Duncanville, TX 75116, United States",4.8,28,0
1208,Gutter Solutions Of Texas,info@guttersolutionsoftexas.com,(972) 707-7939,https://guttersolutionsoftexas.com/,Addison,TX,"4407 N Beltwood Pkwy #109, Farmers Branch, TX 75244, United States",5,9,0
69,"H&H Tile & Coping, Inc.",hhtilecoping@aol.com,(817) 379-0443,https://www.hhpools.net/,North Richland Hills,TX,"2804 Prestige Rd, Fort Worth, TX 76244, United States",5,12,0
142,H30 Pools and Exteriors,info@h30pools.com,(682) 409-9372,https://h30pools.com/,Fort Worth,TX,"5512 Surry Mountain Trail, Fort Worth, TX 76179, United States",5,10,0
1217,"HAPP Construction & Remodeling, LLC",hassan@happconstructionremodeling.com,(214) 701-3780,http://www.happconstructionremodeling.com/,Grapevine,TX,"Western Oaks Dr, Grapevine, TX 76051, United States",5,26,0
1492,HEM Construction,hoony218@yahoo.com,(214) 664-6086,https://hem21.com/,Addison,TX,"2701 Old Denton Rd #204, Carrollton, TX 75007, United States",5,1,0
174,HJ Cedar Patio Covers and Stamped Concrete,hjpatiocovers@gmail.com,(214) 859-0111,http://www.hjpatiocovers.com/,Dallas,TX,"1364 Lake Grove Dr, Little Elm, TX 75068, United States",4.8,100,0
276,Hammerhead Roof,info@hammerheadroof.com,(817) 475-6882,https://hammerheadroof.com/?utm_campaign=GoogleMyBusiness,Colleyville,TX,"4925 Davis Blvd Suite 117, North Richland Hills, TX 76180, United States",4.8,45,0
1454,Handy Hawk,hello@handyhawk.ne,(682) 200-6997,https://handyhawk.net/,Fort Worth,TX,"2833 Crockett St #190, Fort Worth, TX 76107, United States",5,4,0
771,Hard Hat Construction & Remodeling,info@hhctx.co,(817) 381-9995,http://www.hhctx.co/,Crowley,TX,"3920 Williamson Rd Suite 610, Crowley, TX 76036, United States",4.8,51,0
539,Hardy Poolscapes,info@hardypoolscapes.comdfw,(940) 600-3605,https://www.hardypoolscapes.com/,Highland Village,TX,"17515 Matany Rd #5200, Justin, TX 76247, United States",5,3,0
256,Hart Roofing & Construction,info@hart.build,(844) 303-4278,http://www.hart.build/,Southlake,TX,"180 State St Suite 225, Southlake, TX 76092, United States",5,122,0
545,Hartsell Pool Renovations,tom@hartsellpools.com,(817) 485-7525,http://www.hartsellpools.com/,Haltom City,TX,"2515 Weaver St, Haltom City, TX 76117, United States",3.4,28,0
1013,Hass Roofing Since 1978 Corporation,info@hassroofing78.com,(214) 885-8707,https://hassroofing78.com/,Garland,TX,"675 Town Square Blvd BLDG 1A STE 200, Garland, TX 75040, United States",4.9,36,0
1150,Hawkins Siding and Exteriors,office@hawkinssidingandexteriors.com,(972) 945-6718,https://www.hawkinssidingandexteriors.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,Carrollton,TX,"1325 Whitlock Ln Ste 108, Carrollton, TX 75006, United States",5,99,0
1118,"Heaven Sent Contractors, LLC",info@heavensentcontractors.com,(940) 735-2882,https://heavensentcontractors.com/,Lewisville,TX,"1422 W Main St, Lewisville, TX 75067, United States",5,19,0
552,Henry’s Enclosures Inc.,info@henrysenclosures.com,(561) 284-0415,https://www.henrysenclosures.com/,Lake Worth,TX,"4115 Vermont Ave, Lake Worth Beach, FL 33461, United States",4.7,62,0
58,Hernandez Pool Plaster & Remodeling,tonyhernandezj86@gmail.com,(817) 210-5194,http://hernandezpoolplaster.com/,Grapevine,TX,"863 Rainbow Trail, Grapevine, TX 76051, United States",4.8,16,0
779,Hershy Decks,beau@hershydecks.com,(817) 933-8064,http://hershyandsons.com/,Cleburne,TX,"255 County Rd 4115, Itasca, TX 76055, United States",5,67,0
